route,stable_audit_id,current_registry_id,page_role,other_reason,content_system,subject,course,unit,topic,title,short_title,h1,meta_description,canonical,robots_index,robots_follow,structured_data_types,breadcrumb_path,primary_parent,sequence_position,word_count,main_content_word_count,words_before_first_substantive_content,dom_nodes_before_first_substantive_content,viewport_height_before_first_substantive_content,incoming_link_count,outgoing_link_count,contextual_incoming_count,contextual_outgoing_count,global_navigation_incoming_count,breadcrumb_incoming_count,sequential_incoming_count,footer_incoming_count,click_depth_all_links,click_depth_navigation,click_depth_contextual,search_aliases,url_aliases,current_search_terms,current_related_pages,current_related_tools,current_related_assessments,current_related_resources,last_reviewed,sitemap_segment
"/practice/","ia-ed15996014f89725","route:/practice/","directory","","site-shell","","","","practice","Free quizzes and practice exams | Better Grades","Practice the exact skill.","Practice the exact skill.","Use focused quizzes, diagnostics, practice exams, and challenges with explanations.","https://bettergrades.net/practice/","true","true","Organization|ImageObject|WebSite","","/","37","272","90","0","1","","1563","44","2","0","988","34","0","494","1","1","1","","","practice|Practice the exact skill.|practice","","","","","","pages"
"/practice/math/","ia-0956fb7bd98d8209","route:/practice/math/","directory","","site-shell","math","","","math","Mathematics practice | Better Grades","Choose the mathematics course you are studying.","Choose the mathematics course you are studying.","Browse free mathematics quizzes, diagnostics, practice exams, and challenges.","https://bettergrades.net/practice/math/","true","true","Organization|ImageObject|WebSite","","/practice/","38","229","50","0","1","","1","41","0","0","0","0","0","0","2","2","","","","math|Choose the mathematics course you are studying.|math","","","","","","pages"
"/practice/math/calculus/","ia-a840adb5c6eb9d7b","route:/practice/math/calculus/","directory","","site-shell","math","calculus","","calculus","Calculus practice | Better Grades","Pick the kind of calculus practice you need.","Pick the kind of calculus practice you need.","Choose a calculus quiz, diagnostic, practice exam, or challenge.","https://bettergrades.net/practice/math/calculus/","true","true","Organization|ImageObject|WebSite","","/practice/math/","39","2580","2401","0","1","","346","110","344","0","0","0","0","0","2","2","3","","","calculus|Pick the kind of calculus practice you need.|calculus","","","","","","pages"
"/practice/math/calculus/challenges/integration-bee/","ia-59521b89fcc5fe7c","route:/practice/math/calculus/challenges/integration-bee/","assessment","","assessment-registry","math","calculus","","integral","Integration Bee | Better Grades","Twenty integrals. One very honest clock.","Twenty integrals. One very honest clock.","Twenty reviewed integrals in timed or untimed mode, with explanations after each answer.","https://bettergrades.net/practice/math/calculus/challenges/integration-bee/","true","true","Organization|ImageObject|WebSite","","/practice/math/calculus/","40","382","37","0","4","","2","45","1","0","0","0","0","0","2","3","2","","","integral|Twenty integrals. One very honest clock.|integration bee","","","","","","pages"
"/practice/math/calculus/diagnostics/calculus-readiness/","ia-d1809adf783e164b","route:/practice/math/calculus/diagnostics/calculus-readiness/","assessment","","assessment-registry","math","calculus","","calculus readiness","Calculus readiness diagnostic | Better Grades","Calculus readiness diagnostic","Calculus readiness diagnostic","Find algebra, functions, and trigonometry gaps before calculus makes them louder.","https://bettergrades.net/practice/math/calculus/diagnostics/calculus-readiness/","true","true","Organization|ImageObject|WebSite","","/practice/math/calculus/","41","422","76","0","2","","15","45","14","0","0","0","0","0","1","3","1","","","calculus readiness|Calculus readiness diagnostic|calculus readiness","","","","","","pages"
"/practice/math/calculus/exams/calculus-foundations/","ia-55bf6e1027a5ccb8","route:/practice/math/calculus/exams/calculus-foundations/","practice-exam","","calculus-resources","math","calculus","","calculus foundations","Calculus foundations practice exam | Better Grades","Calculus foundations practice exam","Calculus foundations practice exam","A mixed, no-account practice exam covering prerequisites and integration-method recognition.","https://bettergrades.net/practice/math/calculus/exams/calculus-foundations/","true","true","Organization|ImageObject|WebSite","","/practice/math/calculus/","42","425","78","0","2","","27","45","26","0","0","0","0","0","3","3","7","","","calculus foundations|Calculus foundations practice exam|calculus foundations","","","","","","practice-exams"
"/practice/math/calculus/quizzes/integration-method-selection/","ia-8de3444f05f111bd","route:/practice/math/calculus/quizzes/integration-method-selection/","assessment","","assessment-registry","math","calculus","","integral","Integration method selection | Better Grades","Integration method selection","Integration method selection","Choose the best first move before the algebra begins.","https://bettergrades.net/practice/math/calculus/quizzes/integration-method-selection/","true","true","Organization|ImageObject|WebSite","","/practice/math/calculus/","43","401","55","0","2","","18","45","17","0","0","0","0","0","1","3","1","","","integral|Integration method selection|integration method selection","","","","","","pages"
"/privacy/","ia-0d1b773b2e060d79","route:/privacy/","policy","","site-shell","","","","privacy","Better Grades | Better Grades","Learn without becoming a data product.","Learn without becoming a data product.","Better Grades publishing and product standards.","https://bettergrades.net/privacy/","true","true","Organization|ImageObject|WebSite","","/","44","340","161","0","1","","509","43","0","0","0","0","0","494","1","2","","","","privacy|Learn without becoming a data product.|privacy","","","","","","pages"
"/resources/","ia-a80626761b261d9c","route:/resources/","resource-library","","calculus-resources","","","","resources","Free Math Resources | Worksheets, Practice Exams, Guides, and More | Better Grades","Everything printable, visual, and worked through.","Everything printable, visual, and worked through.","Browse every published Better Grades worksheet, practice exam, formula sheet, visual guide, worked problem, and glossary reference.","https://bettergrades.net/resources/","true","true","Organization|ImageObject|WebSite","Home","/","45","2491","2305","12","8","","1557","207","1","35","988","29","0","494","1","1","1","","","resources|Everything printable, visual, and worked through.|resources","/downloads/calculus/evaluating-limits/evaluating-limits-student.pdf/|/downloads/calculus/evaluating-limits/evaluating-limits-answer-key.pdf/|/downloads/calculus/chain-rule/chain-rule-student.pdf/|/downloads/calculus/chain-rule/chain-rule-answer-key.pdf/|/downloads/calculus/optimization/optimization-student.pdf/|/downloads/calculus/optimization/optimization-answer-key.pdf/|/visuals/resources/open-top-box-optimization.svg/|/visuals/resources/open-top-box-optimization.png/|/downloads/calculus/integration-by-parts/integration-by-parts-student.pdf/|/downloads/calculus/integration-by-parts/integration-by-parts-answer-key.pdf/|/visuals/resources/integration-by-parts-guide.svg/|/visuals/resources/integration-by-parts-guide.png/|/downloads/calculus/geometric-series/geometric-series-student.pdf/|/downloads/calculus/geometric-series/geometric-series-answer-key.pdf/|/visuals/resources/geometric-series-self-similarity.svg/|/visuals/resources/geometric-series-self-similarity.png/|/downloads/calculus/taylor-series/taylor-series-student.pdf/|/downloads/calculus/taylor-series/taylor-series-answer-key.pdf/|/visuals/resources/taylor-approximation-sequence.svg/|/visuals/resources/taylor-approximation-sequence.png/|/downloads/calculus/calculus-1-final/calculus-1-final-student.pdf/|/downloads/calculus/calculus-1-final/calculus-1-final-answer-key.pdf/|/downloads/calculus/calculus-2-final/calculus-2-final-student.pdf/|/downloads/calculus/calculus-2-final/calculus-2-final-answer-key.pdf/|/downloads/calculus/derivative-rules/derivative-rules-student.pdf/|/visuals/resources/derivative-rules-map.svg/|/visuals/resources/derivative-rules-map.png/|/downloads/calculus/convergence-tests-flowchart/convergence-tests-flowchart-student.pdf/|/visuals/resources/convergence-tests-flowchart.svg/|/visuals/resources/convergence-tests-flowchart.png/|/downloads/calculus/derivative-rules-map/derivative-rules-map-student.pdf/|/downloads/calculus/riemann-sum-progression/riemann-sum-progression-student.pdf/|/visuals/resources/riemann-sum-progression.svg/|/visuals/resources/riemann-sum-progression.png/|/downloads/calculus/taylor-approximation-visual/taylor-approximation-visual-student.pdf/","","","/visuals/resources/open-top-box-optimization.svg/|/visuals/resources/open-top-box-optimization.png/|/visuals/resources/integration-by-parts-guide.svg/|/visuals/resources/integration-by-parts-guide.png/|/visuals/resources/geometric-series-self-similarity.svg/|/visuals/resources/geometric-series-self-similarity.png/|/visuals/resources/taylor-approximation-sequence.svg/|/visuals/resources/taylor-approximation-sequence.png/|/visuals/resources/derivative-rules-map.svg/|/visuals/resources/derivative-rules-map.png/|/visuals/resources/convergence-tests-flowchart.svg/|/visuals/resources/convergence-tests-flowchart.png/|/visuals/resources/riemann-sum-progression.svg/|/visuals/resources/riemann-sum-progression.png/","","pages"
"/search/","ia-d0beddcba48b2cdd","route:/search/","search","","site-shell","","","","search","Search Better Grades | Better Grades","What are you stuck on?","What are you stuck on?","Search free answers, complete topic guides, practice, tools, and visual mathematics definitions.","https://bettergrades.net/search/","true","true","Organization|ImageObject|WebSite","","/","46","983","803","0","1","","1024","68","0","23","988","0","0","0","1","1","","","","search|What are you stuck on?|search","/answers/|/answers/calculus/integral-of-sec-cubed/|/learn/calculus/integration-by-parts/|/answers/|/subjects/math/calculus/worked-problems/absolute-versus-conditional-convergence/|/subjects/math/calculus/worked-problems/alternating-series-test-example/|/subjects/math/calculus/worked-problems/basic-chain-rule/|/subjects/math/calculus/derivatives/|/subjects/math/calculus/derivative-applications/|/subjects/math/calculus/integrals/|/subjects/math/calculus/integration-applications/|/subjects/math/calculus/sequences-and-series/|/subjects/math/calculus/practice-exams/calculus-1-final/|/subjects/math/calculus/practice-exams/calculus-2-final/|/tools/math/algebra/expression-checker/|/tools/math/calculus/integration-method-finder/|/practice/math/calculus/|/glossary/math/conventions/|/glossary/math/absolute-convergence/|/glossary/math/|/glossary/math/|/glossary/math/|/subjects/math/algebra/","/tools/math/algebra/expression-checker/|/tools/math/calculus/integration-method-finder/","/practice/math/calculus/","/subjects/math/calculus/worked-problems/absolute-versus-conditional-convergence/|/subjects/math/calculus/worked-problems/alternating-series-test-example/|/subjects/math/calculus/worked-problems/basic-chain-rule/|/subjects/math/calculus/practice-exams/calculus-1-final/|/subjects/math/calculus/practice-exams/calculus-2-final/","","pages"
"/source-policy/","ia-11825a6ee1c52e88","route:/source-policy/","policy","","site-shell","","","","source policy","Better Grades | Better Grades","Original work, traceable sources.","Original work, traceable sources.","Better Grades publishing and product standards.","https://bettergrades.net/source-policy/","true","true","Organization|ImageObject|WebSite","","/","47","279","100","0","1","","510","43","0","0","0","0","0","494","1","1","","","","source policy|Original work, traceable sources.|source policy","","","","","","pages"
"/subjects/","ia-4a6b097218ef56d7","route:/subjects/","subject-hub","","site-shell","","","","subjects","Browse subjects | Better Grades","Free help, organized like a course.","Free help, organized like a course.","Explore Better Grades resources by subject and course.","https://bettergrades.net/subjects/","true","true","Organization|ImageObject|WebSite","","/","48","229","50","0","1","","1587","41","1","0","988","74","0","494","1","1","1","","","subjects|Free help, organized like a course.|subjects","","","","","","pages"
