lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A2.4,A2,A2.4-P1,Parentheses and like terms.,2-5,/subjects/math/algebra/linear-equations/simplifying-before-solving/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.4,A2,A2.4-P2,Nested negatives.,2-5,/subjects/math/algebra/linear-equations/simplifying-before-solving/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.4,A2,A2.4-P3,Choose a productive first step.,2-5,/subjects/math/algebra/linear-equations/simplifying-before-solving/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.4,A2,A2.4-P4,Explain why simplification helps.,2-5,/subjects/math/algebra/linear-equations/simplifying-before-solving/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.4,A2,A2.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/simplifying-before-solving/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.5,A2,A2.5-P1,Mixed equations.,2-5,/subjects/math/algebra/linear-equations/multistep-linear-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.5,A2,A2.5-P2,Choose first moves.,2-5,/subjects/math/algebra/linear-equations/multistep-linear-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.5,A2,A2.5-P3,Compare valid solution paths.,2-5,/subjects/math/algebra/linear-equations/multistep-linear-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.5,A2,A2.5-P4,Transfer with units.,2-5,/subjects/math/algebra/linear-equations/multistep-linear-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.5,A2,A2.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/multistep-linear-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.6,A2,A2.6-P1,Fraction equations.,2-5,/subjects/math/algebra/linear-equations/equations-with-fractions-and-decimals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.6,A2,A2.6-P2,Decimal equations.,2-5,/subjects/math/algebra/linear-equations/equations-with-fractions-and-decimals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.6,A2,A2.6-P3,Clear denominators.,2-5,/subjects/math/algebra/linear-equations/equations-with-fractions-and-decimals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.6,A2,A2.6-P4,Repair partial multiplication.,2-5,/subjects/math/algebra/linear-equations/equations-with-fractions-and-decimals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.6,A2,A2.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/equations-with-fractions-and-decimals/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.7,A2,A2.7-P1,Mixed equations.,2-5,/subjects/math/algebra/linear-equations/variables-on-both-sides/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.7,A2,A2.7-P2,Negative coefficients.,2-5,/subjects/math/algebra/linear-equations/variables-on-both-sides/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.7,A2,A2.7-P3,Choose efficient collection.,2-5,/subjects/math/algebra/linear-equations/variables-on-both-sides/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.7,A2,A2.7-P4,Contextual break-even preview.,2-5,/subjects/math/algebra/linear-equations/variables-on-both-sides/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.7,A2,A2.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/variables-on-both-sides/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.8,A2,A2.8-P1,Classify solution count.,2-5,/subjects/math/algebra/linear-equations/one-solution-no-solution-or-infinitely-many/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.8,A2,A2.8-P2,Create identities and contradictions.,2-5,/subjects/math/algebra/linear-equations/one-solution-no-solution-or-infinitely-many/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.8,A2,A2.8-P3,Repair conclusions from 0x=0.,2-5,/subjects/math/algebra/linear-equations/one-solution-no-solution-or-infinitely-many/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.8,A2,A2.8-P4,Connect coefficients to outcomes.,2-5,/subjects/math/algebra/linear-equations/one-solution-no-solution-or-infinitely-many/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A2.8,A2,A2.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/linear-equations/one-solution-no-solution-or-infinitely-many/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
